sku,qty
Pms002xl,500
Pms003xs,500
Pms003s,500
Pms003m,500
Pms003l,500
Pms003xl,500
Pms004xs,500
Pms004s,500
Pms004m,500
Pms004l,500
Pms004xl,500
Pms005xs,500
Pms005s,500
Pms005m,500
Pms005l,500
Pms005xl,500
Pmtk000xs,500
Pmtk000s,500
Pmtk000m,500
Pmtk000l,500
Pmtk000xl,500
Pmtk001xs,500
Pmtk001s,500
Pmtk001m,500
Pmtk001l,500
Pmtk001xl,500
Pmtk004xs,500
Pmtk004s,500
Pmtk004m,500
Pmtk004l,500
Pmtk004xl,500
Pmtk005xs,500
Pmtk005s,500
Pmtk005m,500
Pmtk005l,500
Pmtk005xl,500
Pmtk006xs,500
Pmtk006s,500
Pmtk006m,500
Pmtk006l,500
Pmtk006xl,500
Pwb00026,500
Pwb00027,500
Pwb00028,500
Pwb00029,500
Pwb00030,500
Pwb00031,500
Pwb00032,500
Pwb00126,500
Pwb00127,500
Pwb00128,500
Pwb00129,500
Pwb00130,500
Pwb00131,500
Pwb00132,500
Pwb0030,500
Pwb0032,500
Pwb0034,500
Pwb0036,500
Pwb0038,500
Pwb00310,500
Pwb00312,500
Pwb00526,500
Pwb00527,500
Pwb00528,500
Pwb00529,500
Pwb00530,500
Pwb00531,500
Pwb00532,500
Pwb00626,500
Pwb00627,500
Pwb00628,500
Pwb00629,500
Pwb00630,500
Pwb00631,500
Pwb00632,500
Pwd0000,500
Pwd0002,500
Pwd0004,500
Pwd0006,500
Pwd0008,500
Pwd00010,500
Pwd00012,500
Pwd0010,500
Pwd0012,500
Pwd0014,500
Pwd0016,500
Pwd0018,500
Pwd00110,500
Pwd00112,500
Pwd0020,500
Pwd0022,500
Pwd0024,500
Pwd0026,500
Pwd0028,500
Pwd00210,500
Pwd00212,500
Pwt000xs,500
Pwt000s,500
Pwt000m,500
Pwt000l,500
Pwt000xl,500
Pwt001xs,500
Pwt001s,500
Pwt001m,500
Pwt001l,500
Pwt001xl,500
Pwt002xs,500
Pwt002s,500
Pwt002m,500
Pwt002l,500
Pwt002xl,500
Pwt003xs,500
Pwt003s,500
Pwt003m,500
Pwt003l,500
Pwt003xl,500
Pwt004xs,500
Pwt004s,500
Pwt004m,500
Pwt004l,500
Pwt004xl,500
Pwt005xs,500
Pwt005s,500
Pwt005m,500
Pwt005l,500
Pwt005xl,500
Pwt006xs,500
Pwt006s,500
Pwt006m,500
Pwt006l,500
Pwt006xl,500
Pwt007xs,500
Pwt007s,500
Pwt007m,500
Pwt007l,500
Pwt007xl,500
shm0008,500
shm0009,500
shm00010,500
shm00011,500
shm00012,500
shm0018,500
shm0019,500
shm00110,500
shm00111,500
shm00112,500
shm0028,500
shm0029,500
shm00210,500
shm00211,500
shm00212,500
shm0038,500
shm0039,500
shm00310,500
shm00311,500
shm00312,500
shm0048,500
shm0049,500
shm00410,500
shm00411,500
shm00412,500
shm0058,500
shm0059,500
shm00510,500
shm00511,500
shm00512,500
shw0006,500
shw0007,500
shw0008,500
shw0009,500
shw00010,500
shw0016,500
shw0017,500
shw0018,500
shw0019,500
shw00110,500
shw0026,500
shw0027,500
shw0028,500
shw0029,500
shw00210,500
shw0036,500
shw0037,500
shw0038,500
shw0039,500
shw00310,500
shw0046,500
shw0047,500
shw0048,500
shw0049,500
shw00410,500
shw0056,500
shw0057,500
shw0058,500
shw0059,500
shw00510,500
Pmo000,500
Pmo001,500
Pmo002,500
Pmp000,500
Pmp001,500
Pmp002,500
Pms000,500
Pms002,500
Pms003,500
Pms004,500
Pms005,500
Pmtk000,500
Pmtk004,500
Pmtk005,500
Pmtk006,500
Pwb000,500
Pwb001,500
Pwb003,500
Pwb005,500
Pwb006,500
Pwd000,500
Pwd001,500
Pwd002,500
Pwt000,500
Pwt001,500
Pwt002,500
Pwt003,500
Pwt004,500
Pwt005,500
Pwt006,500
Pwt007,500
shm009,500
shm001,500
shm002,500
shm003,500
shm004,500
shm005,500
shw000,500
shw001,500
shw002,500
shw003,500
shw004,500
wbk002c,500
wbk002M,500
wbk000c-Pink-L,500
wbk002c-Black-XS,500
wbk012c-Pink-S,500
wbk012c-Pink-M,500
wbk012c-Pink-L,500
wbk012c-Red-S,500
wbk012c-Red-M,500
wbk012c-Red-L,500
wbk012c-Royal Blue-S,500
wbk012c-Royal Blue-M,500
wbk012c-Royal Blue-L,500
msj006c-Khaki-S,500
msj006c-Khaki-M,500
msj006c-Khaki-L,500
msj006c-Red-S,500
msj006c-Red-M,500
msj006c-Red-L,500
msj006c-Royal Blue-S,500
msj006c-Royal Blue-M,500
msj006c-Royal Blue-L,500
test01,500
example_sku408,500
example_sku9458,500
tP-01,500
TCF01,500
TCF01-XS,500
TCF01-XL,500
TCP01,500
TCP01-L,500
TCP01-M,500
example_sku5778,500
example_sku400,500
example_sku4029,500
example_sku2609,500
example_sku1358,500
example_sku6726,500
example_sku9286,500
example_sku8808,500
example_sku7777,500
example_sku4596,500
example_sku2728,500
example_sku7020,500
example_sku3474,500
example_sku3697,500
example_sku290,500
example_sku4431,500
example_sku1886,500
example_sku8715,500
example_sku2911,500
example_sku3229,500
example_sku1451,500
example_sku9338,500
example_sku6528,500
example_sku601,500
example_sku5604,500
example_sku256,500
example_sku2079,500
example_sku8733,500
example_sku2786,500
example_sku1153,500
example_sku5500,500
example_sku4817,500
example_sku6432,500
example_sku6718,500
example_sku7730,500
example_sku1036,500
example_sku4980,500
example_sku6638,500
example_sku4706,500
example_sku4580,500
example_sku1869,500
example_sku5602,500
example_sku7366,500
example_sku7635,500
example_sku5535,500
example_sku3296,500
example_sku1648,500
example_sku7390,500
example_sku9415,500
example_sku4408,500
example_sku8487,500
example_sku6031,500
example_sku1949,500
example_sku8625,500
example_sku3823,500
example_sku747,500
example_sku6571,500
example_sku637,500
example_sku8592,500
example_sku3724,500
example_sku1722,500
example_sku128,500
example_sku8732,500
example_sku2151,500
example_sku837,500
example_sku1787,500
example_sku5181,500
example_sku8213,500
example_sku2354,500
example_sku5301,500
example_sku3876,500
example_sku9101,500
example_sku9710,500
example_sku5358,500
example_sku5755,500
example_sku7000,500
example_sku1346,500
example_sku1646,500
example_sku6755,500
example_sku9098,500
example_sku695,500
example_sku8851,500
example_sku7813,500
example_sku7584,500
example_sku6196,500
example_sku6663,500
example_sku4868,500
example_sku9643,500
example_sku1288,500
example_sku9767,500
example_sku8855,500
example_sku7464,500
example_sku4407,500
example_sku7852,500
example_sku5715,500
example_sku8234,500
example_sku8990,500
example_sku2541,500
example_sku3414,500
example_sku2802,500
example_sku5884,500
example_sku4854,500
example_sku6182,500
example_sku2566,500
example_sku5829,500
example_sku1992,500
example_sku4789,500
example_sku8873,500
example_sku8958,500
example_sku6141,500
example_sku7673,500
example_sku1412,500
example_sku1208,500
example_sku4489,500
example_sku8272,500
example_sku4867,500
example_sku3516,500
example_sku9224,500
example_sku5024,500
example_sku8928,500
example_sku1821,500
example_sku7534,500
example_sku1366,500
example_sku8282,500
example_sku7059,500
example_sku1605,500
example_sku5735,500
example_sku2618,500
example_sku5168,500
example_sku717,500
example_sku6124,500
example_sku8433,500
example_sku3804,500
example_sku872,500
example_sku8646,500
example_sku6586,500
example_sku3114,500
example_sku3820,500
example_sku3839,500
example_sku5478,500
example_sku5926,500
example_sku2002,500
example_sku4726,500
example_sku2836,500
example_sku5983,500
example_sku3880,500
example_sku2626,500
example_sku4470,500
example_sku2271,500
example_sku4880,500
example_sku4724,500
example_sku1303,500
example_sku3864,500
example_sku7893,500
example_sku5116,500
example_sku906,500
example_sku8745,500
example_sku5612,500
example_sku9557,500
example_sku5724,500
example_sku2045,500
example_sku890,500
example_sku7886,500
example_sku4194,500
example_sku3450,500
example_sku9662,500
example_sku7290,500
example_sku9754,500
example_sku7648,500
example_sku2869,500
example_sku9954,500
example_sku843,500
example_sku4327,500
example_sku6447,500
example_sku3069,500
example_sku895,500
example_sku8173,500
example_sku1334,500
example_sku8819,500
example_sku8349,500
example_sku8874,500
example_sku3466,500
example_sku4394,500
example_sku6644,500
example_sku1120,500
example_sku3782,500
example_sku1981,500
example_sku4216,500
example_sku4595,500
example_sku8219,500
example_sku8766,500
example_sku4503,500
example_sku3988,500
example_sku7715,500
example_sku6939,500
example_sku5942,500
example_sku8987,500
example_sku8207,500
example_sku3686,500
example_sku1972,500
example_sku4279,500
example_sku633,500
example_sku1195,500
example_sku1028,500
example_sku9551,500
example_sku930,500
example_sku6652,500
example_sku6549,500
example_sku9491,500
example_sku35,500
example_sku2247,500
example_sku6972,500
example_sku3787,500
example_sku3886,500
example_sku5166,500
example_sku5736,500
example_sku7125,500
example_sku3421,500
example_sku7596,500
example_sku1277,500
example_sku9194,500
example_sku4577,500
example_sku7353,500
example_sku4174,500
example_sku6813,500
example_sku9358,500
example_sku4784,500
example_sku4714,500
example_sku3882,500
example_sku5514,500
example_sku8913,500
example_sku5470,500
example_sku4369,500
example_sku4229,500
example_sku1930,500
example_sku4878,500
example_sku7961,500
example_sku1440,500
example_sku1021,500
example_sku6376,500
example_sku9347,500
example_sku8084,500
example_sku8372,500
example_sku8401,500
example_sku8884,500
example_sku3404,500
example_sku8356,500
example_sku3669,500
example_sku8858,500
example_sku8734,500
example_sku5040,500
example_sku5279,500
example_sku4985,500
example_sku4671,500
example_sku7719,500
example_sku464,500
example_sku702,500
example_sku5900,500
example_sku7332,500
example_sku1410,500
example_sku4446,500
example_sku2110,500
example_sku9816,500
example_sku5305,500
example_sku9654,500
example_sku7987,500
example_sku6109,500
example_sku4337,500
example_sku4766,500
example_sku3221,500
example_sku2148,500
example_sku5693,500
example_sku3217,500
example_sku2497,500
example_sku8870,500
example_sku1561,500
example_sku3445,500
example_sku5503,500
example_sku2214,500
example_sku9128,500
example_sku8888,500
example_sku6928,500
example_sku3116,500
example_sku582,500
example_sku7983,500
example_sku6458,500
example_sku7514,500
example_sku3110,500
example_sku4169,500
example_sku8780,500
example_sku6346,500
example_sku8899,500
example_sku5881,500
example_sku3584,500
example_sku5549,500
example_sku5139,500
example_sku6559,500
example_sku5556,500
example_sku6060,500
example_sku4015,500
example_sku4639,500
example_sku4383,500
example_sku3818,500
example_sku2715,500
example_sku3558,500
example_sku4753,500
example_sku9758,500
example_sku3426,500
example_sku1756,500
example_sku6353,500
example_sku9821,500
example_sku3337,500
example_sku2667,500
example_sku3871,500
example_sku4942,500
example_sku4635,500
example_sku4731,500
example_sku6995,500
example_sku1059,500
example_sku4507,500
example_sku1386,500
example_sku412,500
example_sku9109,500
example_sku5140,500
example_sku1067,500
example_sku3809,500
example_sku5031,500
example_sku3723,500
example_sku7213,500
example_sku1874,500
example_sku9761,500
example_sku2443,500
example_sku8261,500
example_sku4295,500
example_sku9237,500
example_sku8486,500
example_sku7650,500
example_sku5758,500
example_sku4398,500
example_sku4042,500
example_sku3816,500
example_sku5952,500
example_sku1179,500
example_sku6296,500
example_sku197,500
example_sku9564,500
example_sku519,500
example_sku7437,500
example_sku5229,500
example_sku6282,500
example_sku8354,500
example_sku4653,500
example_sku2353,500
example_sku793,500
example_sku5623,500
example_sku131,500
example_sku3,500
example_sku2784,500
example_sku8263,500
example_sku1057,500
example_sku1618,500
example_sku6942,500
example_sku7212,500
example_sku9620,500
example_sku5635,500
example_sku2957,500
example_sku8407,500
example_sku3008,500
example_sku5492,500
example_sku9445,500
example_sku4856,500
example_sku690,500
example_sku820,500
example_sku4800,500
example_sku1700,500
example_sku7363,500
example_sku6365,500
example_sku4902,500
example_sku5869,500
example_sku2377,500
example_sku954,500
example_sku687,500
example_sku9549,500
example_sku4168,500
example_sku4273,500
example_sku8092,500
example_sku9928,500
example_sku6173,500
example_sku1010,500
example_sku8057,500
example_sku9195,500
example_sku6831,500
example_sku853,500
example_sku6518,500
example_sku4536,500
example_sku9578,500
example_sku8488,500
example_sku4412,500
example_sku8138,500
example_sku2854,500
example_sku3604,500
example_sku7677,500
example_sku7189,500
example_sku94,500
example_sku888,500
example_sku7251,500
example_sku3878,500
example_sku9736,500
example_sku28,500
example_sku9071,500
example_sku5390,500
example_sku5218,500
example_sku5709,500
example_sku4075,500
example_sku3915,500
example_sku4978,500
example_sku7622,500
example_sku8200,500
example_sku3290,500
example_sku1513,500
example_sku6505,500
example_sku6063,500
example_sku3254,500
example_sku7492,500
example_sku2689,500
example_sku1765,500
example_sku6443,500
example_sku6762,500
example_sku8091,500
example_sku9307,500
example_sku1573,500
example_sku145,500
example_sku1845,500
example_sku7695,500
example_sku6429,500
example_sku7701,500
example_sku1224,500
example_sku3094,500
example_sku5564,500
example_sku1490,500
example_sku9723,500
example_sku2693,500
example_sku2414,500
example_sku6195,500
example_sku1850,500
example_sku9600,500
example_sku7379,500
example_sku8842,500
example_sku130,500
example_sku7748,500
example_sku8657,500
example_sku8778,500
example_sku1203,500
example_sku331,500
example_sku3197,500
example_sku4241,500
example_sku4756,500
example_sku3283,500
example_sku8185,500
example_sku8668,500
example_sku8451,500
example_sku9170,500
example_sku543,500
example_sku3726,500
example_sku2357,500
example_sku444,500
example_sku2446,500
example_sku1786,500
example_sku9054,500
example_sku6150,500
example_sku7611,500
example_sku5373,500
example_sku8232,500
example_sku2229,500
example_sku3225,500
example_sku7926,500
example_sku4579,500
example_sku9614,500
example_sku1476,500
example_sku7881,500
example_sku7781,500
example_sku4248,500
example_sku9550,500
example_sku8675,500
example_sku2526,500
example_sku7063,500
example_sku9637,500
example_sku8747,500
example_sku8501,500
example_sku4001,500
example_sku8923,500
example_sku1535,500
example_sku395,500
example_sku5997,500
example_sku9595,500
example_sku5474,500
example_sku9402,500
example_sku947,500
example_sku9765,500
example_sku2094,500
example_sku5085,500
example_sku5950,500
example_sku8289,500
example_sku1853,500
example_sku6997,500
example_sku76,500
example_sku1013,500
example_sku9327,500
example_sku9828,500
example_sku4258,500
example_sku123,500
example_sku2954,500
example_sku3265,500
example_sku4438,500
example_sku2808,500
example_sku6171,500
example_sku1994,500
example_sku1551,500
example_sku1254,500
example_sku7414,500
example_sku5703,500
example_sku1896,500
example_sku4779,500
example_sku8936,500
example_sku4996,500
example_sku9116,500
example_sku9934,500
example_sku6459,500
example_sku8149,500
example_sku3427,500
example_sku7882,500
example_sku8416,500
example_sku4564,500
example_sku3264,500
example_sku8311,500
example_sku744,500
example_sku1428,500
example_sku2067,500
example_sku5907,500
example_sku4381,500
example_sku929,500
example_sku8271,500
example_sku360,500
example_sku5263,500
example_sku254,500
example_sku5316,500
example_sku6354,500
example_sku4329,500
example_sku1591,500
example_sku1639,500
example_sku3580,500
example_sku7516,500
example_sku2126,500
example_sku675,500
example_sku6723,500
example_sku5762,500
example_sku4049,500
example_sku865,500
example_sku5471,500
example_sku5004,500
example_sku4546,500
example_sku5643,500
example_sku4513,500
example_sku6180,500
example_sku5804,500
msj000000,500
msj0000001,500
msj0000002,500
msj0000003,500
msj0000004,500
msj0000005,500
msj0000006,500
msj0000007,500
msj0000008,500
msj0000009,500
msj0000010,500
msj0000011,500
msj0000012,500
msj0000013,500
msj0000014,500
msj0000015,500
msj00000016,500
msj00000017,500
msj00000018,500
msj00000019,500
msj00000020,500
msj00000021,500
msj00000022,500
msj00000023,500
msj00000024,500
msj00000025,500
msj00000026,500
msj00000027,500
msj00000028,500
msj00000029,500
msj00000030,500
msj00000031,500
msj00000032,500
msj00000033,500
msj00000034,500
msj00000035,500
msj00000036,500
msj00000037,500
msj00000038,500
msj00000039,500
msj00000040,500
msj00000041,500
msj00000042,500
msj00000043,500
msj00000044,500
msj00000045,500
msj00000046,500
msj00000047,500
msj00000048,500
msj00000049,500
msj00000050,500
msj00000051,500
msj00000052,500
msj00000053,500
msj00000054,500
msj00000055,500
msj00000056,500
msj00000057,500
msj00000058,500
msj00000059,500
msj00000060,500
msj00000061,500
msj00000062,500
msj00000063,500
msj00000064,500
msj00000065,500
msj00000066,500
msj00000067,500
msj00000068,500
msj00000069,500
msj00000070,500
msj00000071,500
msj00000072,500
msj00000073,500
msj00000074,500
msj00000075,500
msj00000076,500
msj00000077,500
msj00000078,500
msj00000079,500
msj00000080,500
msj00000081,500
msj00000082,500
msj00000083,500
msj00000084,500
msj00000085,500
msj00000086,500
msj00000087,500
msj00000088,500
msj00000089,500
msj00000090,500
msj00000091,500
msj00000092,500
msj00000093,500
msj00000094,500
msj00000095,500
msj00000096,500
msj00000097,500
msj00000098,500
msj00000099,500
msj00000100,500
msj00000101,500
msj00000102,500
msj00000103,500
msj00000104,500
msj00000105,500
msj00000106,500
msj00000107,500
msj00000108,500
msj00000109,500
msj00000110,500
msj00000111,500
msj00000112,500
msj00000113,500
msj00000114,500
msj00000115,500
msj00000116,500
msj00000117,500
msj00000118,500
msj00000119,500
msj00000120,500
msj00000121,500
msj00000122,500
msj00000123,500
msj00000124,500
msj00000125,500
msj00000126,500
msj00000127,500
msj00000128,500
msj00000129,500
msj00000130,500
msj00000131,500
msj00000132,500
msj00000133,500
msj00000134,500
msj00000135,500
msj00000136,500
msj00000137,500
msj00000138,500
msj00000139,500
msj00000140,500
msj00000141,500
msj00000142,500
msj00000143,500
msj00000144,500
msj00000145,500
msj00000146,500
msj00000147,500
msj00000148,500
msj00000149,500
msj00000150,500
msj00000151,500
msj00000152,500
msj00000153,500
msj00000154,500
msj00000155,500
msj00000156,500
msj00000157,500
msj00000158,500
msj00000159,500
msj00000160,500
msj00000161,500
msj00000162,500
msj00000163,500
msj00000164,500
msj00000165,500
msj00000166,500
msj00000167,500
msj00000168,500
msj00000169,500
msj00000170,500
msj00000171,500
msj00000172,500
msj00000173,500
msj00000174,500
msj00000175,500
msj00000176,500
msj00000177,500
msj00000178,500
msj00000179,500
msj00000180,500
msj00000181,500
msj00000182,500
msj00000183,500
msj00000184,500
msj00000185,500
msj00000186,500
msj00000187,500
msj00000188,500
msj00000189,500
msj00000190,500
msj00000191,500
msj00000192,500
msj00000193,500
msj00000194,500
msj00000195,500
msj00000196,500
msj00000197,500
msj00000198,500
msj00000199,500
msj00000200,500
msj00000201,500
msj00000202,500
msj00000203,500
msj00000204,500
msj00000205,500
msj00000206,500
msj00000207,500
msj00000208,500
msj00000209,500
msj00000210,500
msj00000211,500
msj00000212,500
msj00000213,500
msj00000214,500
msj00000215,500
msj00000216,500
msj00000217,500
msj00000218,500
msj00000219,500
msj00000220,500
msj00000221,500
msj00000222,500
msj00000223,500
msj00000224,500
msj00000225,500
msj00000226,500
msj00000227,500
msj00000228,500
msj00000229,500
msj00000230,500
msj00000231,500
msj00000232,500
msj00000233,500
msj00000234,500
msj00000235,500
msj00000236,500
msj00000237,500
msj00000238,500
msj00000239,500
msj00000240,500
msj00000241,500
msj00000242,500
msj00000243,500
msj00000244,500
msj00000245,500
msj00000246,500
msj00000247,500
msj00000248,500
msj00000249,500
msj00000250,500
msj00000251,500
msj00000252,500
msj00000253,500
msj00000254,500
msj00000255,500
msj00000256,500
msj00000257,500
msj00000258,500
msj00000259,500
msj00000260,500
msj00000261,500
msj00000262,500
msj00000263,500
msj00000264,500
msj00000265,500
msj00000266,500
msj00000267,500
msj00000268,500
msj00000269,500
msj00000270,500
msj00000271,500
msj00000272,500
msj00000273,500
msj00000274,500
msj00000275,500
msj00000276,500
msj00000277,500
msj00000278,500
msj00000279,500
msj00000280,500
msj00000281,500
msj00000282,500
msj00000283,500
msj00000284,500
msj00000285,500
msj00000286,500
msj00000287,500
msj00000288,500
msj00000289,500
msj00000290,500
msj00000291,500
msj00000292,500
msj00000293,500
msj00000294,500
msj00000295,500
msj00000296,500
msj00000297,500
msj00000298,500
msj00000299,500
msj00000300,500
msj00000301,500
msj00000302,500
msj00000303,500
msj00000304,500
msj00000305,500
msj00000306,500
msj00000307,500
msj00000308,500
msj00000309,500
msj00000310,500
msj00000311,500
msj00000312,500
msj00000313,500
msj00000314,500
msj00000315,500
msj00000316,500
msj00000317,500
msj00000318,500
msj00000319,500
msj00000320,500
msj00000321,500
msj00000322,500
msj00000323,500
msj00000324,500
msj00000325,500
msj00000326,500
msj00000327,500
msj00000328,500
msj00000329,500
msj00000330,500
msj00000331,500
msj00000332,500
msj00000333,500
msj00000334,500
msj00000335,500
msj00000336,500
msj00000337,500
msj00000338,500
msj00000339,500
msj00000340,500
msj00000341,500
msj00000342,500
msj00000343,500
msj00000344,500
msj00000345,500
msj00000346,500
msj00000347,500
msj00000348,500
msj00000349,500
msj00000350,500
msj00000351,500
msj00000352,500
msj00000353,500
msj00000354,500
msj00000355,500
msj00000356,500
msj00000357,500
msj00000358,500
msj00000359,500
msj00000360,500
msj00000361,500
msj00000362,500
msj00000363,500
msj00000364,500
msj00000365,500
msj00000366,500
msj00000367,500
msj00000368,500
msj00000369,500
msj00000370,500
msj00000371,500
msj00000372,500
msj00000373,500
msj00000374,500
msj00000375,500
msj00000376,500
msj00000377,500
msj00000378,500
msj00000379,500
msj00000380,500
msj00000381,500
msj00000382,500
msj00000383,500
msj00000384,500
msj00000385,500
msj00000386,500
msj00000387,500
msj00000388,500
msj00000389,500
msj00000390,500
msj00000391,500
msj00000392,500
msj00000393,500
msj00000394,500
msj00000395,500
msj00000396,500
msj00000397,500
msj00000398,500
msj00000399,500
msj00000400,500
msj00000401,500
msj00000402,500
msj00000403,500
msj00000404,500
msj00000405,500
msj00000406,500
msj00000407,500
msj00000408,500
msj00000409,500
msj00000410,500
msj00000411,500
msj00000412,500
msj00000413,500
msj00000414,500
msj00000415,500
msj00000416,500
msj00000417,500
msj00000418,500
msj00000419,500
msj00000420,500
msj00000421,500
msj00000422,500
msj00000423,500
msj00000424,500
msj00000425,500
msj00000426,500
msj00000427,500
msj00000428,500
msj00000429,500
msj00000430,500
msj00000431,500
msj00000432,500
msj00000433,500
msj00000434,500
msj00000435,500
msj00000436,500
msj00000437,500
msj00000438,500
msj00000439,500
msj00000440,500
msj00000441,500
msj00000442,500
msj00000443,500
msj00000444,500
msj00000445,500
msj00000446,500
msj00000447,500
msj00000448,500
msj00000449,500
msj00000450,500
msj00000451,500
msj00000452,500
msj00000453,500
msj00000454,500
msj00000455,500
msj00000456,500
msj00000457,500
msj00000458,500
msj00000459,500
msj00000460,500
msj00000461,500
msj00000462,500
msj00000463,500
msj00000464,500
msj00000465,500
msj00000466,500
msj00000467,500
msj00000468,500
msj00000469,500
msj00000470,500
msj00000471,500
msj00000472,500
msj00000473,500
msj00000474,500
msj00000475,500
msj00000476,500
msj00000477,500
msj00000478,500
msj00000479,500
msj00000480,500
msj00000481,500
msj00000482,500
msj00000483,500
msj00000484,500
msj00000485,500
msj00000486,500
msj00000487,500
msj00000488,500
msj00000489,500
msj00000490,500
msj00000491,500
msj00000492,500
msj00000493,500
msj00000494,500
msj00000495,500
msj00000496,500
msj00000497,500
msj00000498,500
msj00000499,500
msj00000500,500
msj00000501,500
msj00000502,500
msj00000503,500
msj00000504,500
msj00000505,500
msj00000506,500
msj00000507,500
msj00000508,500
msj00000509,500
msj00000510,500
msj00000511,500
msj00000512,500
msj00000513,500
msj00000514,500
msj00000515,500
